Id_Negocio,Nombre,Id_Ciudad,Direccion,Latitud,Longitud,Estrellas,Id_Categoria,Num_Reviews
GUZCOzK1ssAza9C6Tnxl5A,"Einstein Bros. Bagels",193,"8127 Big Bend Blvd",38.592,-90.3382,2.5,1,40
GUzVgl-dYDyvCULv2CrZEA,"Aux Petits Delices",40,"162 E Lancaster Ave",40.0437,-75.3857,4,1,103
gV-Dd5bQHd1ZUtYhsgiBmA,"Old Navy",328,"8881 Ladue Rd",38.6543,-90.3537,3,4,27
Gv-DejGMGZOLCjju3UVQRA,"Vision Ace Hardware",50,"8538 Gunn Hwy, Unit 10",28.0857,-82.5806,4,4,16
gV-u_5SA-htqslt2yUaLgg,"Negril Caribbean Restaurant",99,"727 W 4th St",39.7434,-75.5581,4.5,1,7
gv0OQrdPAMvKE2LYwdj-Pg,"Toys R Us",9,"103 E Swedesford Rd",40.0355,-75.6307,2.5,4,9
Gv1viz1bePCzeWDNc4tosA,"Gringo Jones Imports",30,"4470 Shaw Blvd",38.617,-90.2609,4,4,45
gV2f0U2GRWcO_4DWAubv3g,"Bigfoot Roof Top Tents c/o Ridge Runner Outdoors",237,"368 Fee Fee Rd",38.7136,-90.4279,4,3,8
Gv4Apj9ydrlJPGoDHqicPw,"Healthy Bodies Medical and Dental Center",52,"3415 Brook Crossing Dr",27.8934,-82.2826,4.5,2,9
GV65vWKhCQcqZ_knkGaCgQ,"Crab vs Lobster",1,"5201 Market St",39.9602,-75.225,4,1,5
Gv6O9kAwQQuMHuJok9BeoA,"FedEx Office Print & Ship Center",13,"14811 N Dale Mabry Hwy",28.0826,-82.5047,3,4,18
GV6WXHmX13Utqd3j1mDJpA,"Death of The Fox Brewing",447,"119 Berkley Rd",39.8148,-75.2254,4,1,53
GV8PIa7ch_kH9Ewe9keu_A,"Sannie Japanese Chinese",1,"2117 Cottman Ave",40.05,-75.0639,3.5,1,16
GV9PSOhl1X-7pmRMbPif3g,"IU Health North Hospital",25,"11700 N Meridian St Ave",39.9593,-86.1599,4,2,28
gvA1QnLqzt7QwuAmDyzbRA,"Dashing Bicycles & Accessories",16,"1927 Sophie Wright Pl",29.9315,-90.0746,4.5,1,41
gvA6j5Sm09ordwPqnLYiXA,"Desserts On The Boulevard",30,"3949 Lindell Blvd",38.6394,-90.2427,3,1,10
gVbikTFkfFqZedpRRPZdHw,"Buddy's Burgers Breasts & Fries",9,"122 Woodcutter St",40.023,-75.6291,4,1,100
gVBrnluQNWJtYZOAcP-dYg,"Humble Plant-Based Cafe + Bakery",89,"7 N Main St",40.3665,-74.9432,5,1,13
gvD09Ev1aOmphtlq07zYEA,"El Rancho Viejo",1,"942 S 5th St",39.9363,-75.1521,5,1,110
GvdD3AsnvUnHTKaIHe791Q,Autozone,8,"2340 Murfreesboro Pike",36.0845,-86.6469,2,3,7
gVDP6bO1-QDVak_uH2xWTw,"Dempster's Sports Pub & Restaurant",181,"437 Pine St",39.9829,-74.7829,2.5,1,40
gVEUdb6ly8N-B20Bx6sZ6Q,"Suncoast Credit Union",33,"10405 Gibsonton Dr",27.8564,-82.3329,2.5,3,6
GvgLd-yCE50BTyaW5yKwwQ,"Holiday Inn Express & Suites Largo-Clearwater",3,"210 Seminole Blvd",27.9136,-82.7873,3,5,18
gVGOy2ACwZMMKyMZFxVAPQ,"Pita Pit",16,"5800 Magazine St",29.9215,-90.1192,3.5,1,88
gvil-CKqLLwVZqbTGNHddw,"Zales Jewelers",320,"1750 Deptford Center Rd",39.8313,-75.098,2,4,10
GvIW5KO1OmkEojgcF1MSCQ,"Valerie Girard Santa Barbara Chiropractor",21,"1725 State St B",34.4284,-119.712,5,2,17
gvLiV7brNW7g9G7VtzVw_g,"Discount Tire",6,"10032 Pendleton Pike",39.8551,-85.9894,5,3,14
GvLJDYT797K2utTSH-ZpKw,"Sportsman's Grille",8,"5405 Harding Pike",36.0996,-86.8709,3.5,1,76
GvLtMw0dCKk033Q4bQ9fxA,"Psych Care Consultants",30,"621 S New Ballas Rd",38.6452,-90.4464,1,2,5
GvmLqW2tMkQ7F2hhOB8vSw,"House of Cheng",4,"5975 W Western Way Cir",32.1859,-111.092,3.5,1,37
GVNehsYuSB-fFX0FQAuI-Q,Sabrosito's,13,"5011 W Hillsborough Ave, Ste A",27.9968,-82.5279,4,1,7
GVNlvwGa_v2qPkkSr3HNRg,"Main Line Kitchen Design",40,,40.0468,-75.3354,4.5,4,5
GvNowBICUYoobQW6vmcHzw,"BBQ Rush",4,"5151 S Country Club Rd",32.1578,-110.924,4.5,1,9
gVOGhGWjgDJS14bdq0uaxA,"Baby's Snack Box",16,"2025 Orleans Ave",29.9665,-90.0763,4,1,8
gvPQfpdVHiksyjid6aJ6xQ,"Maple Star",1,"1521 Cecil B Moore Ave",39.9791,-75.1604,3,1,31
GVqXNt0HKJLpciN9ePxnWw,"Crown Fried Chicken",1,"1128 S Broad St",39.9369,-75.1673,2.5,1,16
GvRA736fSqNZPe_OJRCt-w,"Pranzo Jersey Italian Cafe",8,"1600 Division St, Ste 120",36.1525,-86.7923,4,1,6
gvRCuUJW0HnchJHjVpKMHA,"Home2 Suites by Hilton Boise Downtown",64,"202 S 6th St",43.6129,-116.202,4.5,5,13
gVSqIz0HbzbNzo5q1qECGA,"Mike's Bikes",1,"1901 S 13th St",39.9265,-75.167,3,4,11
Gvt29FGOII00y3UpgRjwtQ,"Sawridge Inn",12,"4235 Gateway Boulevard NW",53.4789,-113.492,3.5,5,12
GVtJD93hEh7pQD29bmyTQA,"Apollo's Family Pizzeria",170,"2255 Bristol Pike",40.078,-74.9498,4,1,69
GVTtF9DLBXmAvQ48aa2YYg,"Buck Horn Family Restaurant",288,"295 Berkley Rd",39.8199,-75.2364,3,1,7
gvuEhTvY0KPGfe8COGxU6g,"Memorial Airport Parking",13,"6010 W Chelsea St",27.9852,-82.5469,3.5,3,178
gVuzYJvei8rVDCLmhWBZ2Q,"The Grand Buffet",7,"2500 E 2nd St",39.5234,-119.78,3,1,422
gVw_G89GFcPvhv0_xRXQvg,"Primetyme Pizza",185,"38593 US Hwy 19 N, Ste 300",28.1227,-82.7392,5,1,5
gVw224_IlTrx3KHEgFBtMg,Bamboula's,16,"514 Frenchmen St",29.9629,-90.0579,3.5,1,416
gVYL0lFZ4u7NsrEvnWzrgA,"Granny's Kitchen",308,"11381 Lebanon Rd",36.2313,-86.5163,4,1,11
Gvz0ALhf7zrd5KKuuA6ofw,"McCoy Sod & Landscaping",46,"2400 20th Ave N",27.7899,-82.6653,2.5,4,6
GVzGNqMCzmKK_F6nFJIQiw,Dunkin',6,"7015 S. Kentucky Ave, Ste 112",39.6608,-86.3103,2,1,27
gVzi6ytZ4Is8II27Irs26w,"Armetta's Gelato & Caffè",407,"6146 N US Hwy 41",27.7668,-82.3934,4.5,1,13
gW_HuwfIw0mldzyXC8knCw,"Papa John's Pizza",6,"3899 Georgetown Road",39.8256,-86.2397,2.5,1,28
Gw_PUqVT9e4AiC_kj9BJJw,"Soup Dumplings STL",35,"8110 Olive Blvd",38.6731,-90.3464,4,1,166
GW-H37yWCNhgWPg9RwKbVA,"Sameem Afghan Restaurant",30,"4341 Manchester Ave",38.6269,-90.2584,4.5,1,538
Gw-vloChBQG-5N5lVHBDwQ,"T J Maxx",13,"15740 N Dale Mabry Hwy",28.097,-82.504,3.5,4,17
gw2KNhsl8KjuOO1r81Rd0g,"Casa Mama Lolita",118,"Coastal Shopping Center, 916 D Patricia Ave",28.0167,-82.7764,4.5,1,63
Gw3-ekvYP6w6Wrcs0eLcIQ,"Sonic Drive-In",48,"791 Nissan Dr",35.9742,-86.4919,2,1,15
gw3EEsP4q6rZEJoTmxg0tQ,"Zona 78",4,"78 W River Rd",32.2972,-110.973,4,1,158
Gw6LrMKOZPMI523pu5qIKw,"Grand Hacienda",116,"6901 22nd Ave N",27.793,-82.7359,4,1,21
Gw6pEJbxxCBwHroAi63vdA,"Bombay Garden",6,"4150 Lafayette Rd, Ste E",39.8303,-86.2421,2.5,1,7
Gw7UW0E2BguzL9suQnwDeg,"SPOT Gourmet Burgers",1,"2821 W Girard Ave",39.9747,-75.1826,4.5,1,282
GWajXz5cKulo-5A1wCKv8Q,McDonald's,122,"7003 Seminole Blvd",27.8363,-82.7865,1.5,1,28
GWAOrLK2lVgtfGKXMeh4Dg,"Precision Import Auto Service",30,"5050 Griffin Rd",38.491,-90.3817,5,3,5
GwbhJHqozsQ-vdD0Bzt8mg,"Hampton Inn & Suites St. Louis-Edwardsville",346,"5723 Heritage Crossing Dr",38.7522,-90.0051,3.5,5,13
gwbZhtQiQaS8EPwzpTPnTQ,"Columbus Pizza",12,"10443 82 Avenue NW",53.5179,-113.499,2,1,14
GWCyZAYkhRu43XdB-Z4Qdg,"Brilliance In Diamonds - The Engagement Specialists",73,"3000 Kingman St, Ste 215",30.0017,-90.1804,5,4,10
GWD7kwtYMhEsjHcXQKeEiA,"Dublin Square",98,"139 Egg Harbor Rd",39.7662,-75.1442,3,1,8
gWDeSVOZh8ThPMU2G9dAtg,"Helen's Cafe and Gardens",840,"450 Telegraph Rd",39.5638,-75.3638,4,1,5
gWEbOC62Ld82y9ZzqsfHgQ,"Clean Machine Car Wash",13,"20306 Trout Creek Dr",28.163,-82.354,2.5,3,22
GWehTjWVLO5TkA3SvI3X8A,"Kiley's Auto Repair",95,"620 W Airy St",40.119,-75.3523,5,3,10
GwfFkFb7RDbq4qHD_CUuIA,"Danny's Seafood",16,"4707 Magazine St",29.9207,-90.1053,4,1,10
GWFMUYXQZGPlsL9EMcGPZw,Chick-fil-A,329,"134 Welsh Rd",40.1601,-75.1472,2.5,1,9
gwfVq_Fmd3wGB31F_SX4Qw,"Grandmas Grotto",23,"2700 Easton Rd",40.1696,-75.1272,4,1,75
GwgLxRosVHLjI1I7nA5heQ,"Enterprise Rent-A-Car",12,"7520 104th St",53.5121,-113.498,2,5,5
GWH_fPOdtIjFZT4-XpP7wQ,"Eat At Joe's",1,"8500 Essington Ave, Ste 12A",39.8775,-75.2433,2,1,31
gWhIJkmHOgMgmnZttWT5dA,"Lil Net’s Home Style Cooking",46,"1500 16th St S",27.7551,-82.6546,3,1,5
GWISbyWtPnvNCxZcdESVnQ,"Boise Detail",64,"2715 W Idaho St",43.6225,-116.225,5,3,12
gWiUCJEcv1lnZtMT_d2p5A,Dunkin',4,"4676 E. Grant Rd",32.2503,-110.893,3,1,103
GwivwdaDQQY4cvo6soFnDQ,"Jerrold Goldsmith, DDS FAGD",6,"141 N Shortridge Rd, Ste B5",39.7756,-86.0401,3.5,2,6
GwKila2gkEAmYadVFvazNw,"Donovan's Modern American Meatery",33,"11206 Sullivan St",27.8931,-82.315,4,1,235
GWLRfCPuVwqPOArG8PPP6g,"Robert Ruby, DDS",21,"15 E Arrellaga St, Ste 4",34.4277,-119.709,2.5,2,12
gwlutj0ynSwfgxdL47uVJg,"The ELITE Total Car Care",52,"611 W Robertson St",27.9355,-82.2932,4.5,3,11
gwmmgppDC5bYG8GlX2iC-Q,"Northwind Computers Inc",64,"1821 W Washington St",43.6257,-116.213,5,4,12
GwNMojAu0zP4mrIBwc0lPg,"Katherine Eynon Orr, DDS",6,"5430 E 86th St",39.9129,-86.0771,3.5,2,12
gwnS2dSQ8O7z3tyAZgGd1Q,Subway,6,"1345 W Southport Rd, Ste 2",39.6631,-86.183,1.5,1,16
GWnz1BW0gzxN7Lq3LfhQLg,"Elite Acura",129,"2840 Route 73 N",39.9426,-74.9754,3,3,49
gwOiwfeHxBemcMV6u1dI_w,"Gee's Garden Restaurant",4,"1145 N Alvernon Way",32.2375,-110.91,3,1,247
gWPv2msBVzv8VuHIG8IHXw,"Semper Firearms Training",27,"9732 Pyramid Hwy, Ste 409",39.639,-119.709,5,4,10
GWqPmrWu0kXB_-gB1H-j6A,"Love & Honey Fried Chicken",1,"1100 N Front St",39.9675,-75.137,4.5,1,409
gwR8awly-RqOmM7_8MIncw,"Elcy's Coffee House",54,"1 W Glenside Ave",40.1013,-75.1538,4,1,69
gWSQIbV52Z-394HPL0Zo_Q,"Baya Bar",16,"4719 Freret St",29.9351,-90.1069,3,1,9
gWTcR6QXXVZbRtXWPibNjg,"No Way Jose's Taqueria",94,"160 Broadway Boulevard, Suite 144",53.5428,-113.311,3,1,8
gWtnh1WgUIlYmc323ykF4w,"Crowne Plaza Wilmington North",241,"630 Naamans Rd",39.8154,-75.4563,2.5,5,46
GwUfmvUOAWmByr0rRn2aTA,Subway,10,"712 E Broadway",38.8897,-90.1741,2,1,7
GWUkk9aKgvE4iRbDmJtuVw,"Mo' Ziki",3,"10801 Starkey Rd",27.8718,-82.7603,4,1,23
gWumBHn4J12Gg7qVRlWJ_g,"Sugar Park Tavern",16,"800 France St",29.9622,-90.0345,4,1,6
GWUVnOgMGb8sN9N181kpFQ,"Sushi Lover",224,"500 W Germantown Pike, Unit 1650",40.1158,-75.2821,3.5,1,16
gwV8jRZfMrQ-EA7XBDu9tQ,"Nomad STL",35,"1221 Tamm Ave",38.6278,-90.2931,4.5,1,53
GWvpBU-8m0-a4QJuQU4W0w,"Paradise Trading Post",21,"432 State St",34.4168,-119.695,4,4,7
GwvqvW8qgLs7PZE3jA9kyA,"Chipotle Mexican Grill",37,"160 N Gulph Rd, Ste 1049",40.088,-75.3914,2,1,41
GWw15il2AaJivyaL5lqynA,"Frigid Frog",218,"2481 E Main St",39.7138,-86.3638,5,1,16
GWXLa16x0UMWIaU7jDKyLw,"Quest Diagnostics",13,"110 S Macdill Ave, Suite 202",27.9439,-82.493,2.5,2,12
gwxNttwUgmOn3vsHYe0pDQ,"OCF Coffee House",1,"2100 Fairmount Ave",39.9671,-75.1724,4,1,390
GWy-teWznY1v7UfNvrGLjA,"Just Pop In",6,"7800 Col H Weir Cook Mem Dr",39.7163,-86.2983,3.5,1,17
GWykf3nN8kiW-Nv3pIeKeg,"Sandbagger Grill Boise Ranch",64,"6501 S Cloverdale Rd",43.5442,-116.337,4,1,11
gX0-PlE8i2DDIYkMNB9Ssw,"Red Carpet Inn",26,"1117 East Main Street",39.6133,-86.0808,2.5,5,16
Gx1vpEoqaXpYvvKWvqUySg,"Orthodontic Specialists of Tucson",4,"1320 W Ina Rd",32.3377,-110.994,5,2,11
GX44cdUmKhvF0dOlulEFHg,"Pronto Pizza",118,"1493 Main St",28.0194,-82.7624,2.5,1,20
GX4eLybIPgyXffcxFufLKg,"Anne's Boutique",166,"13 Cambridge Ln",40.2272,-74.94,1.5,4,12
gx7ijtLUW6IYrJpLBijFiA,"St Pete Tiki Tours",116,"5000 92nd St N",27.8169,-82.7679,5,5,5
GxaFs9X1Z_XbS9KvahOSHg,Subway,58,"27709 Sam's Club Shopping Center State Road 56",28.1864,-82.3584,1.5,1,10
gXaI1Z8ybxZ49Do99fJ-mQ,"Jaguar Nashville",8,"2350 Franklin Pike",36.1268,-86.7767,1.5,3,8
GXaIBN_ALMoF7qYDsw416A,AmericanMuscle,103,"1 Lee Blvd, Unit 2",40.0636,-75.5579,1.5,1,56
gxAlC-zwohHnc-Qr2y2pjw,"Rocky's Auto Repair",1,"1768-70 N Front St",39.9769,-75.134,4,3,14
gXCqCocEEWYtss1xCTn86Q,"The Pretzel Twister",58,"28230 Paseo Dr",28.1887,-82.3493,5,1,5
gXdKjP4F16FoUjEarycfyg,"Q Auto Brandon",52,"1207 E Brandon Blvd",27.9358,-82.2647,1.5,3,19
GXEtgPcN3FCmvThDvMiYvQ,Labcorp,37,"150 Allendale Rd, Ste 1120",40.0896,-75.3828,1.5,2,15
GXhExRdP5UUDhoxTRWQfcw,"Lee's Chinese Restaurant",1,"9226 Ashton Rd",40.0647,-75.021,3.5,1,5
GxjZBGvGEU07tENm3ikygw,"Amtrak Train Station",99,"100 S French St",39.737,-75.5509,3.5,5,36
GXKCge5grypjLZETrQMCFg,"Khan Murjan",13,"4819 E Busch Blvd, Unit 101",28.0323,-82.4062,4.5,1,36
GXlfX95_luTMPZ_ruNWt2A,"Pho Kim Loan",15,"1530 Lapalco Blvd, Ste 1",29.8763,-90.0464,4.5,1,58
GxlHHuRdWnrvJVzlRR2aAg,"Bobby Chez",100,"1330  G Fairview Blvd",40.0181,-74.9452,3,1,7
GXlIse3eQJSR_rM2qtCi4g,"Koi Sushi and SteakHouse",116,"7900 4th St N",27.8451,-82.6391,3.5,1,15
GXM_Uitc3Ep8CvwEq_kpcQ,"City Garden Chinese Restaurant",1,"1801 John F Kennedy Blvd",39.9546,-75.1705,2.5,1,29
GxmCmJjhVIiAXxPYiy0Dxg,"AutoZone Auto Parts",17,"7124 State Road 52",28.3307,-82.6967,4,3,5
GXMXaiQYLOiIM8XUq_-luQ,"Hot Wok",9,"311 E Lincoln Hwy",40.0299,-75.6213,3.5,1,30
gxn2mnTBd8-MqmfEqXKWYw,"Wings To Go",61,"408 Doylestown Rd",40.2497,-75.2423,2.5,1,10
gXPn9yTBd9ooxhz1p1OigA,"Petrucci's Ice Cream & Water Ice",37,"670 N Henderson Rd, Apt 1",40.1091,-75.373,4.5,1,51
gxpOwxb7O_K_1eg1WlJLUg,"The Candy Buffet",108,"138 Kings Hwy E",39.8974,-75.0328,4.5,1,6
GxpUG8YSGPIGYJXMwWQFNQ,ALDI,275,"1125 S Kirkwood Rd",38.5653,-90.4081,5,1,6
GxPwE_szpxCjB93g_-qxpg,"Miller's Cafe II",500,"1884 Delmar Dr",39.8916,-75.2838,4,1,17
GXq1DWYHNlH9pEN-4XvsHQ,"Pep Boys",1,"4640 Roosevelt Blvd",40.0287,-75.0993,2.5,3,10
GXqzvoBm9iEZ_R6Ubeqzrw,"Steve's Prince of Steaks",38,"1617 E Lincoln Hwy",40.1723,-74.8901,4,1,203
gXRbpGUZeIkis-gHiPetvQ,"DiNic's Pork & Beef",61,"411 Doylestown Rd, Ste B",40.2485,-75.2416,4,1,105
GxrXK0uEBQ7C7dhCtvpTpA,"The Fresh Market",13,"13147 N Dale Mabry Hwy",28.0663,-82.5019,3.5,1,83
gxSIX4kb54UdmZBCcrLxww,"Pi Indy - Carmel",25,"Sun King Spirits, 351 Monon Boulevard",39.9759,-86.1291,4.5,1,7
GXSLrw48fYWpLJ__fxJgZA,Novi,1,"2001 Hamilton St",39.9628,-75.1719,2,1,8
GXT4q8GHO4rsnf7kz6Npgw,"Sho Gud Barbeque Shack",13,"506 N Armenia Ave",27.9494,-82.4853,4,1,30
GXUvLRjNkAf8-fmDC1CWLQ,"Jonathan D Stone Dmd",40,"123 W Lancaster Ave",40.0444,-75.3887,5,2,5
GxuxCctcz3Hyk0wnuly7vQ,Starbucks,4,"4811 E Grant",32.2517,-110.891,3.5,1,45
gXUZQGXN0Qnj0RY1HlVEFQ,KFC,4,"8270 N Cortaro Rd",32.357,-111.091,1.5,1,69
gxX9JOvbQx01WeZ9GfSfvQ,AutoZone,7,"1550 S Virginia St",39.5087,-119.804,3.5,3,20
GXXbsAsNLGuLYTQKHb0XMw,"JC's Three Square Meals",117,"1810 E Ridge Pike",40.2119,-75.496,4.5,1,263
gxYOQvCLphPaN_Xr3Q7tSw,"Dollar Tree Stores",46,"913 62nd Ave S",27.7133,-82.6471,4,4,5
gxYsLtosNDh9EAoT87MD8g,Wendy's,384,"310 Macdade Blvd",39.888,-75.3278,2,1,20
gXYSnTDiJM5FlCCPrZtl9A,"Patel Tejal DMD",114,"2001 Liberty Pl",39.7475,-74.9994,3.5,2,5
GXzmj-k26-BM2EyI9lfCqQ,"Cycle Ward",19,"5900 Park Blvd",27.8389,-82.7146,2.5,3,5
Gy057J41IKnhwG_jO_fEpA,"Papa John's Pizza",7,"1610 Robb Dr Ste D4",39.5273,-119.882,2,1,8
GY0OfiGt04kur8WlviKacw,7-Eleven,1,"2144-48 Lombard St",39.9461,-75.1782,3.5,1,7
gy3XoTsWd-DzQrr6moWi_g,Sizzler,42,"3380 N Eagle Rd",43.6356,-116.354,3.5,1,49
gy6IrW6oe38uqFczlnMqLg,"Lil Deb's Sno World",304,"847 3rd St",29.9158,-90.0666,4,1,6
gY6xgzPZXPv-8R70cADfqA,Jiallo's,6,"7940 Michigan Rd",39.8978,-86.2172,4,1,88
GYauyh-SdGeZ1LXyTG84dQ,"Monsoon Automotive",4,"6722 E Tanque Verde Rd",32.2481,-110.849,5,3,9
GYAX9mPGYx9VfwDiuIl_9Q,"Nhu Y",1,"802 Christian St",39.9386,-75.1565,4,1,79
GYBeFvSP4qASUKP8lMPX8g,"Aunt Berta's Kitchen Too",272,"311 N White Horse Pike",39.8225,-74.9959,4,1,13
GYDKUBvvlYCCrrlaUsWmuQ,"Coles Road Transportation Service",149,"207 Coles Rd",39.8116,-75.0591,4.5,3,7
GYECX01Nck1G97iLfIWSAA,"The Boise Farmers Market",64,"1500 Shoreline Dr",43.6174,-116.219,4.5,1,18
GyeQcjnQ-LgD2ftFWzOmFA,"Appliance Man Sam",13,"8710 W Hillsborough Ave, Ste 224",27.9961,-82.5828,1,4,9
gYexMTI3GFDwFLvkz1ukBA,Tadpoles,52,"115 E Brandon Blvd",27.9369,-82.2848,3.5,1,12
GyFDpaAOwGhIM6cjTgRgeQ,ABEDNEGO,8,"1212 4th Ave N",36.1764,-86.787,5,4,12
GYHWq-z0LgPExIYNmpQ3hg,"Subway Restaurants",7,"940 W. Moana Lane, Suite 102",39.4908,-119.806,1.5,1,9
gYhZZ76asIMT3UtWOzf94Q,"Jefferson Avenue Bistro",30,"3701 S Jefferson Ave",38.5878,-90.227,3,1,29
gylSP8jwNf9EQL6Qi3-dNw,KFC,5,"2445 Williams Blvd",30.0012,-90.2414,2,1,15
GyM7TLAtuQKmcJdq5_D0EA,"Mr Magic Car Wash & Detail Center",7,"1380 S Wells Ave",39.5121,-119.803,3.5,3,65
gyML-b3hUESlGLfXPUr2vg,"Auto Enterprise",106,"6901 US Hwy 19",28.2574,-82.7283,4,3,47
GynmQMVVVyNQt6tTRsqoOw,"Culinary Deliveries & Pizzeria",81,"348 W Gay St",39.9579,-75.6108,2,1,42
GYnny7OMIaUoaeTrAJ_8DA,"Crate and Barrel",12,"5015 111 Street NW",53.4856,-113.514,3.5,4,17
GyOehck0AadvHMmV6bG50A,"Pointe Buick GMC",423,"91 N Virginia Ave",39.7299,-75.4614,5,3,5
gyOiiM7g2ylYK_WT5vLFyw,Wawa,1,"9377 Krewstown Rd",40.0879,-75.0442,3,1,9
gyPf4G_ek_h8vtkkeSiNIQ,"U-Haul at Oddie Blvd",7,"1790 Silverada Blvd",39.545,-119.782,2.5,4,70
gyPmJzAJhBXqqeJLqgB_JA,"Don Wheaton Chevrolet Buick GMC Cadillac",12,"10727 82 Avenue NW",53.518,-113.508,2.5,3,6
GyQFbvE0yteV1P7TBPYnBQ,"Hibachi Grill & Supreme Buffet",1,"1619 Grant Ave",40.0879,-75.0387,3,1,17
gyRfeBAYTAx-Nh1xIoF50Q,"Lumpy Magee's Grub & Pub",1,"2417 Welsh Rd",40.0722,-75.0314,3.5,1,15
gYrHa4CckDjgOQc5B-yTKA,"Reds Bin 211",21,"211 Helena Ave",34.4147,-119.692,4,1,101
gyubxdL6K_IhybugN60IAg,"Reno RV NV Mobile Repair",855,,39.54,-119.75,5,3,5
gYufeBwyhEHV7l2mkEaxtg,"Bagel Bagel",1,"1600 S Christopher Columbus Blvd",39.9273,-75.1454,4,1,27
GyvJ0mZ6M4A3mKdevmePjQ,"Shop 'n Save",587,"10634 Saint Charles Rock Rd",38.7308,-90.3903,3,1,6
GyvtAyCurqFGovXp-tAgsQ,Culver's,13,"8410 Citrus Park Dr",28.0655,-82.5775,3.5,1,41
GYwGTj9uXSpehe3YFFHWKA,"Asianfresh Food Market",1,"142-144 N 10th st",39.9549,-75.1563,4,1,11
gYXapnMjACBJbB59LbJ2og,"Bread and Bagels",82,"1600 Church Rd",39.9441,-75.0212,3.5,1,29
GYXCbk_33hLBGGnwoRwdAw,Supercuts,107,"1804 Barataria Blvd Ste C, Oak Ridge Plaza, Oak Ridge",29.8776,-90.0989,2.5,4,9
GYXvmDxKIQUHVDPBbkB5aA,"Generations Cosmetic and Family Dentistry",13,"2333 W Cypress St",27.9524,-82.4848,4.5,2,8
gYxWVHg5ywsi7A5n8kEpWw,"Hampton Inn & Suites Tampa Busch Gardens Area",13,"3333 E Busch Blvd",28.0323,-82.4233,3,5,32
gyyFZAV39I_FaOUwslHWYw,"Pho Tasty",6,"6044 E 82nd St",39.9057,-86.0632,4,1,216
gYYMQeg4X8FUcCxXI4c2Tw,"Steve's Prince of Steaks",1,"7200 Bustleton Ave",40.0456,-75.0609,4,1,488
gYz5wcmYY5bYsKAtRfPAkQ,"Bud's Liquors & Wine",8,"2139 Abbott Martin Rd",36.106,-86.819,4,1,20
gyzQ8GQagNe_EvLXnaCKTA,"Sweet N Sassy Bakery",29,"1558 Gallatin Pike N",36.2917,-86.7037,2.5,1,34
GYZqorHI08yXYka0gFRA6A,"Pep Boys",2,"29889 US 19 North",28.0439,-82.7378,4,3,29
GZ00qJ6-LsTNHBB1xVO48Q,"Oilstop Drive Thru Oil Change",4,"4202-2 W Ina Rd",32.3381,-111.056,4.5,3,60
Gz2Q1zFXJgnKHOkFdCR9fg,"Baba Small Batch",105,"103 Sant Felicia Dr",34.4313,-119.876,4.5,1,10
Gz3VBQXV6qZz7G-jtJ6qOg,"Chapman's Chrysler Jeep Dodge Ram",329,"1100 Easton Rd",40.1988,-75.1381,2.5,3,23
gz8MHp1cyvMEavgKC727mA,"Hotel Majestic St. Louis",30,"1019 Pine St",38.6288,-90.1956,2,5,64
GZAVmKYn7-gdIPKNe6JKdw,"Mr Pulpo Marisqueria",6,"3902 Georgetown Rd",39.8254,-86.2408,3.5,1,16
GZbSix6hPRieUEqsRhDLIA,"All About Women",102,"4735 Ogletown Stanton Rd, Ste 2300",39.6858,-75.6732,1.5,2,15
GZcT1UgknU2L3vnLIBX69g,"Domino's Pizza",2,"23698 US Hwy 19 N",27.9858,-82.7304,2.5,1,15
GZcZ5wUcGcIVAM0_OEmIRw,"Sonic Drive-In",1,"2201 E Butler St",39.9984,-75.0938,1.5,1,41
GzDi2wZwXaJMj6xiN5Fs6A,"The Sleep Shop",7,"7485 Longley Ln, Ste E",39.4583,-119.775,5,4,41
GZDkhotwnmGlpYUKxAwobw,"Bullard Seafood and Grill",16,"7025 Bullard Ave",30.0482,-89.9622,3.5,1,41
GZF6aC0nOhappc70jj5RJQ,"Steve Stein's Famous Deli",1,"1619 Grant Ave, Ste 39",40.0881,-75.0377,3.5,1,68
gzFn31AFVSsEqU1_mGKppQ,"Hutchinson's Classic Bakery",1,"13023 Bustleton Ave",40.1239,-75.0146,4,1,20
gzhsBLH6AG5ssg-O5BSrzw,"Big Lug on the Prairie",25,"7000 Longest Dr, Ste B",39.9778,-86.0431,4,1,18
gziMakTc9EnZszDdTn9f8Q,"Flowers, Etcetera By Denise",1,"637 N Second St",39.9618,-75.1409,5,4,31
GZipWC-j4UTopnMZ3S5sPg,Autozone,5,"3404 Williams Blvd",30.0183,-90.2392,2.5,3,6
Gzj4wDQCeCPgUI-fdnOTrA,"Hyatt Place Boise Downtown",64,"1024 West Bannock St",43.6187,-116.205,4,5,49
gzJWNwa0dILVYIK7BUFwTg,"Chloe’s Corner",1,"4162 Main St",40.0234,-75.2202,4,1,57
GZLb-CqVp9X4C76BxF77bg,"Parkside Inn",21,"424 Por La Mar",34.4189,-119.671,3,5,42
GzLPa4mhmi5nf0Qyker6EQ,"Palm Bay Hotel",116,"711 3rd Ave S",27.7687,-82.6435,2,5,5
Gzlwh3uIV1CRHCXqFgcrng,"Consign and Design",179,"2587 W Chester Pike",39.9821,-75.3607,2.5,4,7
gzlxuD-EyJp6cKUH_4wh-Q,"The Bungalows",22,"12321 Gulf Blvd",27.7789,-82.7797,4,5,13
